label,enhancer_distance_to_promoter,enhancer_chrom,enhancer_start,enhancer_end,enhancer_name,promoter_chrom,promoter_start,promoter_end,promoter_name
1,182101.5,chr12,678895,680420,NHEK|chr12:678895-680420,chr12,860259,862259,NHEK|chr12:861758-861759
1,235176.5,chr11,113420317,113420538,NHEK|chr11:113420317-113420538,chr11,113183751,113185751,NHEK|chr11:113185250-113185251
1,235098.5,chr11,113420317,113420538,NHEK|chr11:113420317-113420538,chr11,113183829,113185829,NHEK|chr11:113185328-113185329
1,234778.5,chr11,113419739,113420136,NHEK|chr11:113419739-113420136,chr11,113184659,113186659,NHEK|chr11:113185158-113185159
1,96470.0,chr8,17454137,17454617,NHEK|chr8:17454137-17454617,chr8,17550347,17552347,NHEK|chr8:17550846-17550847
1,2872.5,chr14,55030765,55031120,NHEK|chr14:55030765-55031120,chr14,55032315,55034315,NHEK|chr14:55033814-55033815
1,264919.0,chr7,115899834,115900438,NHEK|chr7:115899834-115900438,chr7,116163555,116165555,NHEK|chr7:116165054-116165055
1,264927.0,chr7,115899834,115900438,NHEK|chr7:115899834-115900438,chr7,116163563,116165563,NHEK|chr7:116165062-116165063
1,265658.0,chr7,115899834,115900438,NHEK|chr7:115899834-115900438,chr7,116164294,116166294,NHEK|chr7:116165793-116165794
1,99088.5,chr17,17843394,17843475,NHEK|chr17:17843394-17843475,chr17,17942023,17944023,NHEK|chr17:17942522-17942523
1,99047.5,chr17,17843394,17843475,NHEK|chr17:17843394-17843475,chr17,17941982,17943982,NHEK|chr17:17942481-17942482
1,188377.0,chr7,98734809,98735503,NHEK|chr7:98734809-98735503,chr7,98922033,98924033,NHEK|chr7:98923532-98923533
1,105131.0,chr3,43222489,43223313,NHEK|chr3:43222489-43223313,chr3,43326532,43328532,NHEK|chr3:43328031-43328032
1,139395.5,chr6,116740274,116740649,NHEK|chr6:116740274-116740649,chr6,116600566,116602566,NHEK|chr6:116601065-116601066
1,139178.5,chr6,116740274,116740649,NHEK|chr6:116740274-116740649,chr6,116599783,116601783,NHEK|chr6:116601282-116601283
1,105129.0,chr3,43222489,43223313,NHEK|chr3:43222489-43223313,chr3,43326530,43328530,NHEK|chr3:43328029-43328030
1,271028.0,chr1,27438451,27439079,NHEK|chr1:27438451-27439079,chr1,27709293,27711293,NHEK|chr1:27709792-27709793
1,254004.0,chr7,115911852,115912834,NHEK|chr7:115911852-115912834,chr7,116164847,116166847,NHEK|chr7:116166346-116166347
1,253988.0,chr7,115911852,115912834,NHEK|chr7:115911852-115912834,chr7,116164831,116166831,NHEK|chr7:116166330-116166331
1,253693.0,chr7,115911852,115912834,NHEK|chr7:115911852-115912834,chr7,116164536,116166536,NHEK|chr7:116166035-116166036
1,253451.0,chr7,115911852,115912834,NHEK|chr7:115911852-115912834,chr7,116164294,116166294,NHEK|chr7:116165793-116165794
1,252720.0,chr7,115911852,115912834,NHEK|chr7:115911852-115912834,chr7,116163563,116165563,NHEK|chr7:116165062-116165063
1,100378.5,chr17,17842088,17842367,NHEK|chr17:17842088-17842367,chr17,17941106,17943106,NHEK|chr17:17942605-17942606
1,100295.5,chr17,17842088,17842367,NHEK|chr17:17842088-17842367,chr17,17942023,17944023,NHEK|chr17:17942522-17942523
1,100254.5,chr17,17842088,17842367,NHEK|chr17:17842088-17842367,chr17,17941982,17943982,NHEK|chr17:17942481-17942482
1,382510.5,chr15,74691800,74692039,NHEK|chr15:74691800-74692039,chr15,75072930,75074930,NHEK|chr15:75074429-75074430
1,382478.5,chr15,74691800,74692039,NHEK|chr15:74691800-74692039,chr15,75072898,75074898,NHEK|chr15:75074397-75074398
1,252712.0,chr7,115911852,115912834,NHEK|chr7:115911852-115912834,chr7,116163555,116165555,NHEK|chr7:116165054-116165055
1,252496.0,chr7,115911852,115912834,NHEK|chr7:115911852-115912834,chr7,116163339,116165339,NHEK|chr7:116164838-116164839
1,183864.0,chr1,150596879,150596991,NHEK|chr1:150596879-150596991,chr1,150780299,150782299,NHEK|chr1:150780798-150780799
1,230292.0,chr7,54856280,54856724,NHEK|chr7:54856280-54856724,chr7,55085294,55087294,NHEK|chr7:55086793-55086794
1,106357.5,chr3,43221473,43221876,NHEK|chr3:43221473-43221876,chr3,43326532,43328532,NHEK|chr3:43328031-43328032
1,106355.5,chr3,43221473,43221876,NHEK|chr3:43221473-43221876,chr3,43326530,43328530,NHEK|chr3:43328029-43328030
1,220362.5,chr7,54866331,54866532,NHEK|chr7:54866331-54866532,chr7,55085294,55087294,NHEK|chr7:55086793-55086794
1,266211.0,chr7,115899834,115900438,NHEK|chr7:115899834-115900438,chr7,116164847,116166847,NHEK|chr7:116166346-116166347
1,266195.0,chr7,115899834,115900438,NHEK|chr7:115899834-115900438,chr7,116164831,116166831,NHEK|chr7:116166330-116166331
1,216053.0,chr7,54870467,54871015,NHEK|chr7:54870467-54871015,chr7,55085294,55087294,NHEK|chr7:55086793-55086794
1,265900.0,chr7,115899834,115900438,NHEK|chr7:115899834-115900438,chr7,116164536,116166536,NHEK|chr7:116166035-116166036
1,234686.5,chr11,113419739,113420136,NHEK|chr11:113419739-113420136,chr11,113183751,113185751,NHEK|chr11:113185250-113185251
1,183744.0,chr1,150597027,150597083,NHEK|chr1:150597027-150597083,chr1,150780299,150782299,NHEK|chr1:150780798-150780799
1,146705.5,chr6,116747780,116748197,NHEK|chr6:116747780-116748197,chr6,116599783,116601783,NHEK|chr6:116601282-116601283
1,98558.5,chr14,55132717,55133060,NHEK|chr14:55132717-55133060,chr14,55032830,55034830,NHEK|chr14:55034329-55034330
1,98118.5,chr14,55131761,55132106,NHEK|chr14:55131761-55132106,chr14,55032315,55034315,NHEK|chr14:55033814-55033815
1,131977.5,chr13,42490672,42491151,NHEK|chr13:42490672-42491151,chr13,42621389,42623389,NHEK|chr13:42622888-42622889
1,385861.5,chr15,74688374,74688763,NHEK|chr15:74688374-74688763,chr15,75072930,75074930,NHEK|chr15:75074429-75074430
1,385829.5,chr15,74688374,74688763,NHEK|chr15:74688374-74688763,chr15,75072898,75074898,NHEK|chr15:75074397-75074398
1,196129.5,chr2,27860703,27862086,NHEK|chr2:27860703-27862086,chr2,27663765,27665765,NHEK|chr2:27665264-27665265
1,196146.5,chr2,27860703,27862086,NHEK|chr2:27860703-27862086,chr2,27663748,27665748,NHEK|chr2:27665247-27665248
1,209887.5,chr2,27860703,27862086,NHEK|chr2:27860703-27862086,chr2,27650007,27652007,NHEK|chr2:27651506-27651507
1,181947.5,chr1,150598607,150599096,NHEK|chr1:150598607-150599096,chr1,150780299,150782299,NHEK|chr1:150780798-150780799
1,210737.5,chr2,27860703,27862086,NHEK|chr2:27860703-27862086,chr2,27649157,27651157,NHEK|chr2:27650656-27650657
1,560923.5,chr10,112625110,112625647,NHEK|chr10:112625110-112625647,chr10,112063955,112065955,NHEK|chr10:112064454-112064455
1,560669.5,chr10,112625110,112625647,NHEK|chr10:112625110-112625647,chr10,112064209,112066209,NHEK|chr10:112064708-112064709
1,551960.5,chr9,99622049,99622494,NHEK|chr9:99622049-99622494,chr9,100172732,100174732,NHEK|chr9:100174231-100174232
1,159382.0,chr19,17345671,17345939,NHEK|chr19:17345671-17345939,chr19,17185923,17187923,NHEK|chr19:17186422-17186423
1,552104.5,chr9,99622049,99622494,NHEK|chr9:99622049-99622494,chr9,100172876,100174876,NHEK|chr9:100174375-100174376
1,99073.5,chr14,55132717,55133060,NHEK|chr14:55132717-55133060,chr14,55032315,55034315,NHEK|chr14:55033814-55033815
1,194562.5,chr2,27859676,27859979,NHEK|chr2:27859676-27859979,chr2,27663765,27665765,NHEK|chr2:27665264-27665265
1,133477.0,chr13,42489259,42489565,NHEK|chr13:42489259-42489565,chr13,42621389,42623389,NHEK|chr13:42622888-42622889
1,267471.5,chr6,112308550,112308923,NHEK|chr6:112308550-112308923,chr6,112040765,112042765,NHEK|chr6:112041264-112041265
1,265286.0,chr6,112306249,112306853,NHEK|chr6:112306249-112306853,chr6,112040765,112042765,NHEK|chr6:112041264-112041265
1,102451.0,chr14,55136301,55137261,NHEK|chr14:55136301-55137261,chr14,55032830,55034830,NHEK|chr14:55034329-55034330
1,102966.0,chr14,55136301,55137261,NHEK|chr14:55136301-55137261,chr14,55032315,55034315,NHEK|chr14:55033814-55033815
1,258664.0,chr6,42014036,42014092,NHEK|chr6:42014036-42014092,chr6,41753900,41755900,NHEK|chr6:41755399-41755400
1,258661.0,chr6,42014036,42014092,NHEK|chr6:42014036-42014092,chr6,41753903,41755903,NHEK|chr6:41755402-41755403
1,156259.0,chr3,99751172,99751438,NHEK|chr3:99751172-99751438,chr3,99594546,99596546,NHEK|chr3:99595045-99595046
1,258958.0,chr6,112300046,112300400,NHEK|chr6:112300046-112300400,chr6,112040765,112042765,NHEK|chr6:112041264-112041265
1,396849.5,chr15,74677405,74677756,NHEK|chr15:74677405-74677756,chr15,75072930,75074930,NHEK|chr15:75074429-75074430
1,396817.5,chr15,74677405,74677756,NHEK|chr15:74677405-74677756,chr15,75072898,75074898,NHEK|chr15:75074397-75074398
1,144731.5,chr19,17330979,17331330,NHEK|chr19:17330979-17331330,chr19,17185923,17187923,NHEK|chr19:17186422-17186423
1,109951.5,chr14,55143956,55144607,NHEK|chr14:55143956-55144607,chr14,55032830,55034830,NHEK|chr14:55034329-55034330
1,110466.5,chr14,55143956,55144607,NHEK|chr14:55143956-55144607,chr14,55032315,55034315,NHEK|chr14:55033814-55033815
1,97603.5,chr14,55131761,55132106,NHEK|chr14:55131761-55132106,chr14,55032830,55034830,NHEK|chr14:55034329-55034330
1,561313.5,chr10,112625902,112626143,NHEK|chr10:112625902-112626143,chr10,112064209,112066209,NHEK|chr10:112064708-112064709
1,561567.5,chr10,112625902,112626143,NHEK|chr10:112625902-112626143,chr10,112063955,112065955,NHEK|chr10:112064454-112064455
1,620797.0,chr7,42897170,42897648,NHEK|chr7:42897170-42897648,chr7,42276112,42278112,NHEK|chr7:42276611-42276612
1,194579.5,chr2,27859676,27859979,NHEK|chr2:27859676-27859979,chr2,27663748,27665748,NHEK|chr2:27665247-27665248
1,208320.5,chr2,27859676,27859979,NHEK|chr2:27859676-27859979,chr2,27650007,27652007,NHEK|chr2:27651506-27651507
1,209170.5,chr2,27859676,27859979,NHEK|chr2:27859676-27859979,chr2,27649157,27651157,NHEK|chr2:27650656-27650657
1,234026.5,chr11,113419055,113419316,NHEK|chr11:113419055-113419316,chr11,113184659,113186659,NHEK|chr11:113185158-113185159
1,233934.5,chr11,113419055,113419316,NHEK|chr11:113419055-113419316,chr11,113183751,113185751,NHEK|chr11:113185250-113185251
1,233856.5,chr11,113419055,113419316,NHEK|chr11:113419055-113419316,chr11,113183829,113185829,NHEK|chr11:113185328-113185329
1,4545.5,chr14,55038725,55039026,NHEK|chr14:55038725-55039026,chr14,55032830,55034830,NHEK|chr14:55034329-55034330
1,5060.5,chr14,55038725,55039026,NHEK|chr14:55038725-55039026,chr14,55032315,55034315,NHEK|chr14:55033814-55033815
1,232727.5,chr11,113417496,113418277,NHEK|chr11:113417496-113418277,chr11,113184659,113186659,NHEK|chr11:113185158-113185159
1,232635.5,chr11,113417496,113418277,NHEK|chr11:113417496-113418277,chr11,113183751,113185751,NHEK|chr11:113185250-113185251
1,232557.5,chr11,113417496,113418277,NHEK|chr11:113417496-113418277,chr11,113183829,113185829,NHEK|chr11:113185328-113185329
1,554840.0,chr9,99619169,99619615,NHEK|chr9:99619169-99619615,chr9,100172732,100174732,NHEK|chr9:100174231-100174232
1,384937.0,chr15,74689312,74689674,NHEK|chr15:74689312-74689674,chr15,75072930,75074930,NHEK|chr15:75074429-75074430
1,384905.0,chr15,74689312,74689674,NHEK|chr15:74689312-74689674,chr15,75072898,75074898,NHEK|chr15:75074397-75074398
1,554984.0,chr9,99619169,99619615,NHEK|chr9:99619169-99619615,chr9,100172876,100174876,NHEK|chr9:100174375-100174376
1,215378.5,chr11,113400406,113400669,NHEK|chr11:113400406-113400669,chr11,113184659,113186659,NHEK|chr11:113185158-113185159
1,215286.5,chr11,113400406,113400669,NHEK|chr11:113400406-113400669,chr11,113183751,113185751,NHEK|chr11:113185250-113185251
1,215208.5,chr11,113400406,113400669,NHEK|chr11:113400406-113400669,chr11,113183829,113185829,NHEK|chr11:113185328-113185329
1,107667.5,chr3,43220264,43220465,NHEK|chr3:43220264-43220465,chr3,43326532,43328532,NHEK|chr3:43328031-43328032
1,107665.5,chr3,43220264,43220465,NHEK|chr3:43220264-43220465,chr3,43326530,43328530,NHEK|chr3:43328029-43328030
1,214744.5,chr11,113399752,113400055,NHEK|chr11:113399752-113400055,chr11,113184659,113186659,NHEK|chr11:113185158-113185159
1,214652.5,chr11,113399752,113400055,NHEK|chr11:113399752-113400055,chr11,113183751,113185751,NHEK|chr11:113185250-113185251
1,214574.5,chr11,113399752,113400055,NHEK|chr11:113399752-113400055,chr11,113183829,113185829,NHEK|chr11:113185328-113185329
1,91903.0,chr14,55125914,55126552,NHEK|chr14:55125914-55126552,chr14,55032830,55034830,NHEK|chr14:55034329-55034330
1,92418.0,chr14,55125914,55126552,NHEK|chr14:55125914-55126552,chr14,55032315,55034315,NHEK|chr14:55033814-55033815
1,160240.0,chr19,17346267,17347059,NHEK|chr19:17346267-17347059,chr19,17185923,17187923,NHEK|chr19:17186422-17186423
1,621768.5,chr7,42898173,42898588,NHEK|chr7:42898173-42898588,chr7,42276112,42278112,NHEK|chr7:42276611-42276612
1,553741.5,chr9,99620200,99620781,NHEK|chr9:99620200-99620781,chr9,100172732,100174732,NHEK|chr9:100174231-100174232
1,553885.5,chr9,99620200,99620781,NHEK|chr9:99620200-99620781,chr9,100172876,100174876,NHEK|chr9:100174375-100174376
1,99171.5,chr17,17843394,17843475,NHEK|chr17:17843394-17843475,chr17,17941106,17943106,NHEK|chr17:17942605-17942606
1,146922.5,chr6,116747780,116748197,NHEK|chr6:116747780-116748197,chr6,116600566,116602566,NHEK|chr6:116601065-116601066
1,390001.5,chr17,19655799,19655914,NHEK|chr17:19655799-19655914,chr17,19265355,19267355,NHEK|chr17:19265854-19265855
1,85266.0,chr19,18597087,18597721,NHEK|chr19:18597087-18597721,chr19,18681170,18683170,NHEK|chr19:18682669-18682670
1,292229.0,chr6,44030577,44030919,NHEK|chr6:44030577-44030919,chr6,43737019,43739019,NHEK|chr6:43738518-43738519
1,291928.0,chr6,44030577,44030919,NHEK|chr6:44030577-44030919,chr6,43737320,43739320,NHEK|chr6:43738819-43738820
1,104869.5,chr2,26572513,26572886,NHEK|chr2:26572513-26572886,chr2,26466330,26468330,NHEK|chr2:26467829-26467830
1,104882.5,chr2,26572513,26572886,NHEK|chr2:26572513-26572886,chr2,26466317,26468317,NHEK|chr2:26467816-26467817
1,104936.5,chr2,26572513,26572886,NHEK|chr2:26572513-26572886,chr2,26466263,26468263,NHEK|chr2:26467762-26467763
1,105105.5,chr2,26572513,26572886,NHEK|chr2:26572513-26572886,chr2,26467094,26469094,NHEK|chr2:26467593-26467594
1,341731.0,chr12,52545168,52545452,NHEK|chr12:52545168-52545452,chr12,52886541,52888541,NHEK|chr12:52887040-52887041
1,291764.0,chr6,44030577,44030919,NHEK|chr6:44030577-44030919,chr6,43737484,43739484,NHEK|chr6:43738983-43738984
1,86761.0,chr19,18597087,18597721,NHEK|chr19:18597087-18597721,chr19,18682665,18684665,NHEK|chr19:18684164-18684165
1,86691.0,chr19,18597087,18597721,NHEK|chr19:18597087-18597721,chr19,18682595,18684595,NHEK|chr19:18684094-18684095
1,86671.0,chr19,18597087,18597721,NHEK|chr19:18597087-18597721,chr19,18682575,18684575,NHEK|chr19:18684074-18684075
1,86146.0,chr19,18597087,18597721,NHEK|chr19:18597087-18597721,chr19,18682050,18684050,NHEK|chr19:18683549-18683550
1,85285.0,chr19,18597087,18597721,NHEK|chr19:18597087-18597721,chr19,18681189,18683189,NHEK|chr19:18682688-18682689
1,85281.0,chr19,18597087,18597721,NHEK|chr19:18597087-18597721,chr19,18681185,18683185,NHEK|chr19:18682684-18682685
1,85261.0,chr19,18597087,18597721,NHEK|chr19:18597087-18597721,chr19,18681165,18683165,NHEK|chr19:18682664-18682665
1,381312.5,chr15,74693055,74693116,NHEK|chr15:74693055-74693116,chr15,75072898,75074898,NHEK|chr15:75074397-75074398
1,85208.0,chr19,18597087,18597721,NHEK|chr19:18597087-18597721,chr19,18681112,18683112,NHEK|chr19:18682611-18682612
1,103008.0,chr19,18597087,18597721,NHEK|chr19:18597087-18597721,chr19,18698912,18700912,NHEK|chr19:18700411-18700412
1,102208.0,chr19,18597087,18597721,NHEK|chr19:18597087-18597721,chr19,18698112,18700112,NHEK|chr19:18699611-18699612
1,102202.0,chr19,18597087,18597721,NHEK|chr19:18597087-18597721,chr19,18698106,18700106,NHEK|chr19:18699605-18699606
1,102131.0,chr19,18597087,18597721,NHEK|chr19:18597087-18597721,chr19,18698035,18700035,NHEK|chr19:18699534-18699535
1,291019.0,chr6,44030577,44030919,NHEK|chr6:44030577-44030919,chr6,43738229,43740229,NHEK|chr6:43739728-43739729
1,198107.0,chr7,98725283,98725569,NHEK|chr7:98725283-98725569,chr7,98922033,98924033,NHEK|chr7:98923532-98923533
1,105697.0,chr2,26573404,26573650,NHEK|chr2:26573404-26573650,chr2,26466330,26468330,NHEK|chr2:26467829-26467830
1,105710.0,chr2,26573404,26573650,NHEK|chr2:26573404-26573650,chr2,26466317,26468317,NHEK|chr2:26467816-26467817
1,105764.0,chr2,26573404,26573650,NHEK|chr2:26573404-26573650,chr2,26466263,26468263,NHEK|chr2:26467762-26467763
1,105933.0,chr2,26573404,26573650,NHEK|chr2:26573404-26573650,chr2,26467094,26469094,NHEK|chr2:26467593-26467594
1,340960.5,chr12,52545765,52546396,NHEK|chr12:52545765-52546396,chr12,52886541,52888541,NHEK|chr12:52887040-52887041
1,167284.5,chr1,26945705,26948698,NHEK|chr1:26945705-26948698,chr1,27112986,27114986,NHEK|chr1:27114485-27114486
1,340336.0,chr12,52546657,52546753,NHEK|chr12:52546657-52546753,chr12,52886541,52888541,NHEK|chr12:52887040-52887041
1,292798.0,chr6,44030577,44030919,NHEK|chr6:44030577-44030919,chr6,43736450,43738450,NHEK|chr6:43737949-43737950
1,381248.5,chr15,74693118,74693181,NHEK|chr15:74693118-74693181,chr15,75072898,75074898,NHEK|chr15:75074397-75074398
1,381280.5,chr15,74693118,74693181,NHEK|chr15:74693118-74693181,chr15,75072930,75074930,NHEK|chr15:75074429-75074430
1,343082.5,chr12,52543821,52544096,NHEK|chr12:52543821-52544096,chr12,52886541,52888541,NHEK|chr12:52887040-52887041
1,389810.5,chr17,19655799,19655914,NHEK|chr17:19655799-19655914,chr17,19265546,19267546,NHEK|chr17:19266045-19266046
1,76375.5,chr3,98696308,98696783,NHEK|chr3:98696308-98696783,chr3,98619670,98621670,NHEK|chr3:98620169-98620170
1,76530.5,chr3,98696308,98696783,NHEK|chr3:98696308-98696783,chr3,98619515,98621515,NHEK|chr3:98620014-98620015
1,347027.0,chr12,52539967,52540061,NHEK|chr12:52539967-52540061,chr12,52886541,52888541,NHEK|chr12:52887040-52887041
1,314455.5,chr8,126130590,126132075,NHEK|chr8:126130590-126132075,chr8,126444288,126446288,NHEK|chr8:126445787-126445788
1,311230.5,chr8,126130590,126132075,NHEK|chr8:126130590-126132075,chr8,126441063,126443063,NHEK|chr8:126442562-126442563
1,389742.5,chr17,19655411,19655784,NHEK|chr17:19655411-19655784,chr17,19265355,19267355,NHEK|chr17:19265854-19265855
1,389571.5,chr17,19655411,19655784,NHEK|chr17:19655411-19655784,chr17,19265526,19267526,NHEK|chr17:19266025-19266026
1,389551.5,chr17,19655411,19655784,NHEK|chr17:19655411-19655784,chr17,19265546,19267546,NHEK|chr17:19266045-19266046
1,391863.5,chr3,98704309,98704552,NHEK|chr3:98704309-98704552,chr3,98312067,98314067,NHEK|chr3:98312566-98312567
1,145508.5,chr4,123697999,123698506,NHEK|chr4:123697999-123698506,chr4,123843261,123845261,NHEK|chr4:123843760-123843761
1,156751.5,chr4,123686826,123687193,NHEK|chr4:123686826-123687193,chr4,123843261,123845261,NHEK|chr4:123843760-123843761
1,346289.5,chr12,52540609,52540894,NHEK|chr12:52540609-52540894,chr12,52886541,52888541,NHEK|chr12:52887040-52887041
1,294392.5,chr6,44032118,44032567,NHEK|chr6:44032118-44032567,chr6,43736450,43738450,NHEK|chr6:43737949-43737950
1,293823.5,chr6,44032118,44032567,NHEK|chr6:44032118-44032567,chr6,43737019,43739019,NHEK|chr6:43738518-43738519
1,293522.5,chr6,44032118,44032567,NHEK|chr6:44032118-44032567,chr6,43737320,43739320,NHEK|chr6:43738819-43738820
1,293358.5,chr6,44032118,44032567,NHEK|chr6:44032118-44032567,chr6,43737484,43739484,NHEK|chr6:43738983-43738984
1,374677.5,chr15,74699384,74700121,NHEK|chr15:74699384-74700121,chr15,75072930,75074930,NHEK|chr15:75074429-75074430
1,374645.5,chr15,74699384,74700121,NHEK|chr15:74699384-74700121,chr15,75072898,75074898,NHEK|chr15:75074397-75074398
1,292613.5,chr6,44032118,44032567,NHEK|chr6:44032118-44032567,chr6,43738229,43740229,NHEK|chr6:43739728-43739729
1,392562.0,chr3,98704962,98705296,NHEK|chr3:98704962-98705296,chr3,98312067,98314067,NHEK|chr3:98312566-98312567
1,109979.0,chr11,122635936,122636788,NHEK|chr11:122635936-122636788,chr11,122524883,122526883,NHEK|chr11:122526382-122526383
1,201656.0,chr6,26336508,26337446,NHEK|chr6:26336508-26337446,chr6,26537133,26539133,NHEK|chr6:26538632-26538633
1,345692.0,chr12,52541083,52541615,NHEK|chr12:52541083-52541615,chr12,52886541,52888541,NHEK|chr12:52887040-52887041
1,198767.5,chr7,98724405,98725126,NHEK|chr7:98724405-98725126,chr7,98922033,98924033,NHEK|chr7:98923532-98923533
1,109203.5,chr11,122635369,122635804,NHEK|chr11:122635369-122635804,chr11,122524883,122526883,NHEK|chr11:122526382-122526383
1,344503.5,chr12,52542252,52542823,NHEK|chr12:52542252-52542823,chr12,52886541,52888541,NHEK|chr12:52887040-52887041
1,103545.0,chr11,122629775,122630081,NHEK|chr11:122629775-122630081,chr11,122524883,122526883,NHEK|chr11:122526382-122526383
1,186630.0,chr1,150594008,150594330,NHEK|chr1:150594008-150594330,chr1,150780299,150782299,NHEK|chr1:150780798-150780799
1,381344.5,chr15,74693055,74693116,NHEK|chr15:74693055-74693116,chr15,75072930,75074930,NHEK|chr15:75074429-75074430
1,197646.0,chr7,98725705,98726069,NHEK|chr7:98725705-98726069,chr7,98922033,98924033,NHEK|chr7:98923532-98923533
1,382002.5,chr15,74692207,74692584,NHEK|chr15:74692207-74692584,chr15,75072898,75074898,NHEK|chr15:75074397-75074398
1,98987.5,chr17,17843479,17843592,NHEK|chr17:17843479-17843592,chr17,17942023,17944023,NHEK|chr17:17942522-17942523
1,191730.0,chr7,98731214,98732392,NHEK|chr7:98731214-98732392,chr7,98922033,98924033,NHEK|chr7:98923532-98923533
1,109214.0,chr4,120024372,120024992,NHEK|chr4:120024372-120024992,chr4,120132396,120134396,NHEK|chr4:120133895-120133896
1,109109.0,chr4,120024372,120024992,NHEK|chr4:120024372-120024992,chr4,120132291,120134291,NHEK|chr4:120133790-120133791
1,629594.0,chr6,27146068,27146542,NHEK|chr6:27146068-27146542,chr6,27774399,27776399,NHEK|chr6:27775898-27775899
1,94134.0,chr5,53700261,53700831,NHEK|chr5:53700261-53700831,chr5,53605912,53607912,NHEK|chr5:53606411-53606412
1,94140.0,chr5,53700261,53700831,NHEK|chr5:53700261-53700831,chr5,53605906,53607906,NHEK|chr5:53606405-53606406
1,105693.5,chr5,53711558,53712653,NHEK|chr5:53711558-53712653,chr5,53605912,53607912,NHEK|chr5:53606411-53606412
1,105699.5,chr5,53711558,53712653,NHEK|chr5:53711558-53712653,chr5,53605906,53607906,NHEK|chr5:53606405-53606406
1,137619.0,chr10,54077138,54077688,NHEK|chr10:54077138-54077688,chr10,54214532,54216532,NHEK|chr10:54215031-54215032
