label,enhancer_distance_to_promoter,enhancer_chrom,enhancer_start,enhancer_end,enhancer_name,promoter_chrom,promoter_start,promoter_end,promoter_name
1,92874.5,chr9,613609,614420,HMEC|chr9:613609-614420,chr9,705389,707389,HMEC|chr9:706888-706889
1,35715.0,chr12,120667653,120668043,HMEC|chr12:120667653-120668043,chr12,120703063,120705063,HMEC|chr12:120703562-120703563
1,35692.0,chr12,120667653,120668043,HMEC|chr12:120667653-120668043,chr12,120703040,120705040,HMEC|chr12:120703539-120703540
1,35647.0,chr12,120667653,120668043,HMEC|chr12:120667653-120668043,chr12,120702995,120704995,HMEC|chr12:120703494-120703495
1,3546.0,chr12,120667653,120668043,HMEC|chr12:120667653-120668043,chr12,120663802,120665802,HMEC|chr12:120664301-120664302
1,3250.0,chr12,120667653,120668043,HMEC|chr12:120667653-120668043,chr12,120664098,120666098,HMEC|chr12:120664597-120664598
1,3201.0,chr12,120667653,120668043,HMEC|chr12:120667653-120668043,chr12,120664147,120666147,HMEC|chr12:120664646-120664647
1,97835.0,chr22,37725542,37725798,HMEC|chr22:37725542-37725798,chr22,37823005,37825005,HMEC|chr22:37823504-37823505
1,36082.5,chr12,120667359,120667624,HMEC|chr12:120667359-120667624,chr12,120703074,120705074,HMEC|chr12:120703573-120703574
1,36048.5,chr12,120667359,120667624,HMEC|chr12:120667359-120667624,chr12,120703040,120705040,HMEC|chr12:120703539-120703540
1,316290.0,chr4,119909220,119909400,HMEC|chr4:119909220-119909400,chr4,120225100,120227100,HMEC|chr4:120225599-120225600
1,36003.5,chr12,120667359,120667624,HMEC|chr12:120667359-120667624,chr12,120702995,120704995,HMEC|chr12:120703494-120703495
1,3189.5,chr12,120667359,120667624,HMEC|chr12:120667359-120667624,chr12,120663802,120665802,HMEC|chr12:120664301-120664302
1,2893.5,chr12,120667359,120667624,HMEC|chr12:120667359-120667624,chr12,120664098,120666098,HMEC|chr12:120664597-120664598
1,2844.5,chr12,120667359,120667624,HMEC|chr12:120667359-120667624,chr12,120664147,120666147,HMEC|chr12:120664646-120664647
1,96172.0,chr22,37727176,37727490,HMEC|chr22:37727176-37727490,chr22,37823005,37825005,HMEC|chr22:37823504-37823505
1,97304.5,chr12,120524568,120525387,HMEC|chr12:120524568-120525387,chr12,120426173,120428173,HMEC|chr12:120427672-120427673
1,109214.0,chr4,120024372,120024992,HMEC|chr4:120024372-120024992,chr4,120132396,120134396,HMEC|chr4:120133895-120133896
1,44740.0,chr22,38283524,38284200,HMEC|chr22:38283524-38284200,chr22,38327102,38329102,HMEC|chr22:38328601-38328602
1,109907.0,chr4,120023821,120024157,HMEC|chr4:120023821-120024157,chr4,120132396,120134396,HMEC|chr4:120133895-120133896
1,315494.5,chr4,119909963,119910248,HMEC|chr4:119909963-119910248,chr4,120225100,120227100,HMEC|chr4:120225599-120225600
1,311970.5,chr4,119909963,119910248,HMEC|chr4:119909963-119910248,chr4,120221576,120223576,HMEC|chr4:120222075-120222076
1,74843.0,chr19,39034535,39035447,HMEC|chr19:39034535-39035447,chr19,39108334,39110334,HMEC|chr19:39109833-39109834
1,74845.0,chr19,39034535,39035447,HMEC|chr19:39034535-39035447,chr19,39108336,39110336,HMEC|chr19:39109835-39109836
1,74860.0,chr19,39034535,39035447,HMEC|chr19:39034535-39035447,chr19,39108351,39110351,HMEC|chr19:39109850-39109851
1,315683.5,chr1,112933891,112934240,HMEC|chr1:112933891-112934240,chr1,113249249,113251249,HMEC|chr1:113249748-113249749
1,266050.0,chr7,115898758,115899268,HMEC|chr7:115898758-115899268,chr7,116163563,116165563,HMEC|chr7:116165062-116165063
1,266042.0,chr7,115898758,115899268,HMEC|chr7:115898758-115899268,chr7,116163555,116165555,HMEC|chr7:116165054-116165055
1,265826.0,chr7,115898758,115899268,HMEC|chr7:115898758-115899268,chr7,116163339,116165339,HMEC|chr7:116164838-116164839
1,267162.0,chr9,114874888,114875572,HMEC|chr9:114874888-114875572,chr9,115140892,115142892,HMEC|chr9:115142391-115142392
1,267154.0,chr9,114874888,114875572,HMEC|chr9:114874888-114875572,chr9,115140884,115142884,HMEC|chr9:115142383-115142384
1,266987.0,chr9,114874888,114875572,HMEC|chr9:114874888-114875572,chr9,115140717,115142717,HMEC|chr9:115142216-115142217
1,315990.5,chr1,112933891,112934240,HMEC|chr1:112933891-112934240,chr1,113249556,113251556,HMEC|chr1:113250055-113250056
1,315959.5,chr1,112933891,112934240,HMEC|chr1:112933891-112934240,chr1,113249525,113251525,HMEC|chr1:113250024-113250025
1,315715.5,chr1,112933891,112934240,HMEC|chr1:112933891-112934240,chr1,113249281,113251281,HMEC|chr1:113249780-113249781
1,315691.5,chr1,112933891,112934240,HMEC|chr1:112933891-112934240,chr1,113249257,113251257,HMEC|chr1:113249756-113249757
1,315689.5,chr1,112933891,112934240,HMEC|chr1:112933891-112934240,chr1,113249255,113251255,HMEC|chr1:113249754-113249755
1,315681.5,chr1,112933891,112934240,HMEC|chr1:112933891-112934240,chr1,113249247,113251247,HMEC|chr1:113249746-113249747
1,267318.0,chr7,115898758,115899268,HMEC|chr7:115898758-115899268,chr7,116164831,116166831,HMEC|chr7:116166330-116166331
1,315676.5,chr1,112933891,112934240,HMEC|chr1:112933891-112934240,chr1,113249242,113251242,HMEC|chr1:113249741-113249742
1,315672.5,chr1,112933891,112934240,HMEC|chr1:112933891-112934240,chr1,113249238,113251238,HMEC|chr1:113249737-113249738
1,315658.5,chr1,112933891,112934240,HMEC|chr1:112933891-112934240,chr1,113249224,113251224,HMEC|chr1:113249723-113249724
1,315635.5,chr1,112933891,112934240,HMEC|chr1:112933891-112934240,chr1,113249201,113251201,HMEC|chr1:113249700-113249701
1,228375.5,chr1,112933891,112934240,HMEC|chr1:112933891-112934240,chr1,113160941,113162941,HMEC|chr1:113162440-113162441
1,228361.5,chr1,112933891,112934240,HMEC|chr1:112933891-112934240,chr1,113160927,113162927,HMEC|chr1:113162426-113162427
1,32360.5,chr17,39736471,39736818,HMEC|chr17:39736471-39736818,chr17,39768505,39770505,HMEC|chr17:39769004-39769005
1,32506.5,chr17,39736471,39736818,HMEC|chr17:39736471-39736818,chr17,39768651,39770651,HMEC|chr17:39769150-39769151
1,227729.5,chr1,112933891,112934240,HMEC|chr1:112933891-112934240,chr1,113160295,113162295,HMEC|chr1:113161794-113161795
1,227682.5,chr1,112933891,112934240,HMEC|chr1:112933891-112934240,chr1,113161248,113163248,HMEC|chr1:113161747-113161748
1,316434.0,chr1,112933424,112933820,HMEC|chr1:112933424-112933820,chr1,113249556,113251556,HMEC|chr1:113250055-113250056
1,267023.0,chr7,115898758,115899268,HMEC|chr7:115898758-115899268,chr7,116164536,116166536,HMEC|chr7:116166035-116166036
1,33153.0,chr17,39735746,39736250,HMEC|chr17:39735746-39736250,chr17,39768651,39770651,HMEC|chr17:39769150-39769151
1,502767.5,chr8,118620921,118621728,HMEC|chr8:118620921-118621728,chr8,119123592,119125592,HMEC|chr8:119124091-119124092
1,130574.0,chr7,116442773,116443263,HMEC|chr7:116442773-116443263,chr7,116310944,116312944,HMEC|chr7:116312443-116312444
1,502256.5,chr8,118620921,118621728,HMEC|chr8:118620921-118621728,chr8,119123081,119125081,HMEC|chr8:119123580-119123581
1,501328.5,chr8,118620921,118621728,HMEC|chr8:118620921-118621728,chr8,119122153,119124153,HMEC|chr8:119122652-119122653
1,133256.0,chr9,117050926,117051266,HMEC|chr9:117050926-117051266,chr9,116916340,116918340,HMEC|chr9:116917839-116917840
1,132782.5,chr9,117050388,117050857,HMEC|chr9:117050388-117050857,chr9,116916340,116918340,HMEC|chr9:116917839-116917840
1,58565.5,chr11,116909959,116911132,HMEC|chr11:116909959-116911132,chr11,116968611,116970611,HMEC|chr11:116969110-116969111
1,58447.5,chr11,116909959,116911132,HMEC|chr11:116909959-116911132,chr11,116968493,116970493,HMEC|chr11:116968992-116968993
1,233949.0,chr19,39127415,39128033,HMEC|chr19:39127415-39128033,chr19,38892275,38894275,HMEC|chr19:38893774-38893775
1,111698.0,chr11,116856817,116858009,HMEC|chr11:116856817-116858009,chr11,116968611,116970611,HMEC|chr11:116969110-116969111
1,111580.0,chr11,116856817,116858009,HMEC|chr11:116856817-116858009,chr11,116968493,116970493,HMEC|chr11:116968992-116968993
1,113774.5,chr11,116854900,116855773,HMEC|chr11:116854900-116855773,chr11,116968611,116970611,HMEC|chr11:116969110-116969111
1,113656.5,chr11,116854900,116855773,HMEC|chr11:116854900-116855773,chr11,116968493,116970493,HMEC|chr11:116968992-116968993
1,130572.0,chr7,116442773,116443263,HMEC|chr7:116442773-116443263,chr7,116310946,116312946,HMEC|chr7:116312445-116312446
1,33007.0,chr17,39735746,39736250,HMEC|chr17:39735746-39736250,chr17,39768505,39770505,HMEC|chr17:39769004-39769005
1,6640.5,chr1,39564201,39564684,HMEC|chr1:39564201-39564684,chr1,39569583,39571583,HMEC|chr1:39571082-39571083
1,129015.0,chr7,116441102,116441816,HMEC|chr7:116441102-116441816,chr7,116310944,116312944,HMEC|chr7:116312443-116312444
1,129013.0,chr7,116441102,116441816,HMEC|chr7:116441102-116441816,chr7,116310946,116312946,HMEC|chr7:116312445-116312446
1,78534.0,chr1,39649251,39649983,HMEC|chr1:39649251-39649983,chr1,39569583,39571583,HMEC|chr1:39571082-39571083
1,266211.0,chr7,115899834,115900438,HMEC|chr7:115899834-115900438,chr7,116164847,116166847,HMEC|chr7:116166346-116166347
1,266195.0,chr7,115899834,115900438,HMEC|chr7:115899834-115900438,chr7,116164831,116166831,HMEC|chr7:116166330-116166331
1,265900.0,chr7,115899834,115900438,HMEC|chr7:115899834-115900438,chr7,116164536,116166536,HMEC|chr7:116166035-116166036
1,264927.0,chr7,115899834,115900438,HMEC|chr7:115899834-115900438,chr7,116163563,116165563,HMEC|chr7:116165062-116165063
1,264919.0,chr7,115899834,115900438,HMEC|chr7:115899834-115900438,chr7,116163555,116165555,HMEC|chr7:116165054-116165055
1,264703.0,chr7,115899834,115900438,HMEC|chr7:115899834-115900438,chr7,116163339,116165339,HMEC|chr7:116164838-116164839
1,267334.0,chr7,115898758,115899268,HMEC|chr7:115898758-115899268,chr7,116164847,116166847,HMEC|chr7:116166346-116166347
1,34995.5,chr12,120668218,120668781,HMEC|chr12:120668218-120668781,chr12,120702995,120704995,HMEC|chr12:120703494-120703495
1,35063.5,chr12,120668218,120668781,HMEC|chr12:120668218-120668781,chr12,120703063,120705063,HMEC|chr12:120703562-120703563
1,338237.0,chr8,128410120,128410360,HMEC|chr8:128410120-128410360,chr8,128746977,128748977,HMEC|chr8:128748476-128748477
1,35074.5,chr12,120668218,120668781,HMEC|chr12:120668218-120668781,chr12,120703074,120705074,HMEC|chr12:120703573-120703574
1,43168.0,chr6,35699075,35700645,HMEC|chr6:35699075-35700645,chr6,35656192,35658192,HMEC|chr6:35656691-35656692
1,47803.0,chr9,124084386,124085060,HMEC|chr9:124084386-124085060,chr9,124132026,124134026,HMEC|chr9:124132525-124132526
1,47760.0,chr9,124084386,124085060,HMEC|chr9:124084386-124085060,chr9,124131983,124133983,HMEC|chr9:124132482-124132483
1,81859.0,chr1,36102996,36103432,HMEC|chr1:36102996-36103432,chr1,36184573,36186573,HMEC|chr1:36185072-36185073
1,49644.5,chr9,124082757,124083006,HMEC|chr9:124082757-124083006,chr9,124132026,124134026,HMEC|chr9:124132525-124132526
1,49601.5,chr9,124082757,124083006,HMEC|chr9:124082757-124083006,chr9,124131983,124133983,HMEC|chr9:124132482-124132483
1,74133.5,chr22,36310591,36310944,HMEC|chr22:36310591-36310944,chr22,36236134,36238134,HMEC|chr22:36236633-36236634
1,74307.5,chr22,36310591,36310944,HMEC|chr22:36310591-36310944,chr22,36235960,36237960,HMEC|chr22:36236459-36236460
1,74313.5,chr22,36310591,36310944,HMEC|chr22:36310591-36310944,chr22,36235954,36237954,HMEC|chr22:36236453-36236454
1,74436.5,chr22,36310591,36310944,HMEC|chr22:36310591-36310944,chr22,36235831,36237831,HMEC|chr22:36236330-36236331
1,74502.5,chr22,36310591,36310944,HMEC|chr22:36310591-36310944,chr22,36235765,36237765,HMEC|chr22:36236264-36236265
1,50011.5,chr9,124082354,124082675,HMEC|chr9:124082354-124082675,chr9,124132026,124134026,HMEC|chr9:124132525-124132526
1,49968.5,chr9,124082354,124082675,HMEC|chr9:124082354-124082675,chr9,124131983,124133983,HMEC|chr9:124132482-124132483
1,81352.5,chr22,36317828,36318145,HMEC|chr22:36317828-36318145,chr22,36236134,36238134,HMEC|chr22:36236633-36236634
1,81526.5,chr22,36317828,36318145,HMEC|chr22:36317828-36318145,chr22,36235960,36237960,HMEC|chr22:36236459-36236460
1,81532.5,chr22,36317828,36318145,HMEC|chr22:36317828-36318145,chr22,36235954,36237954,HMEC|chr22:36236453-36236454
1,81655.5,chr22,36317828,36318145,HMEC|chr22:36317828-36318145,chr22,36235831,36237831,HMEC|chr22:36236330-36236331
1,81721.5,chr22,36317828,36318145,HMEC|chr22:36317828-36318145,chr22,36235765,36237765,HMEC|chr22:36236264-36236265
1,60976.5,chr4,123686826,123687193,HMEC|chr4:123686826-123687193,chr4,123746486,123748486,HMEC|chr4:123747985-123747986
1,60853.5,chr4,123686826,123687193,HMEC|chr4:123686826-123687193,chr4,123746363,123748363,HMEC|chr4:123747862-123747863
1,78740.0,chr9,36336944,36337528,HMEC|chr9:36336944-36337528,chr9,36257996,36259996,HMEC|chr9:36258495-36258496
1,87843.0,chr9,36336944,36337528,HMEC|chr9:36336944-36337528,chr9,36248893,36250893,HMEC|chr9:36249392-36249393
1,62187.5,chr4,123685115,123686482,HMEC|chr4:123685115-123686482,chr4,123746486,123748486,HMEC|chr4:123747985-123747986
1,35716.5,chr6,36610597,36610840,HMEC|chr6:36610597-36610840,chr6,36644935,36646935,HMEC|chr6:36646434-36646435
1,35768.5,chr6,36610597,36610840,HMEC|chr6:36610597-36610840,chr6,36644987,36646987,HMEC|chr6:36646486-36646487
1,43146.0,chr6,35699075,35700645,HMEC|chr6:35699075-35700645,chr6,35656214,35658214,HMEC|chr6:35656713-35656714
1,311230.5,chr8,126130590,126132075,HMEC|chr8:126130590-126132075,chr8,126441063,126443063,HMEC|chr8:126442562-126442563
1,314455.5,chr8,126130590,126132075,HMEC|chr8:126130590-126132075,chr8,126444288,126446288,HMEC|chr8:126445787-126445788
1,173141.5,chr10,33798111,33798552,HMEC|chr10:33798111-33798552,chr10,33624690,33626690,HMEC|chr10:33625189-33625190
1,338090.0,chr8,128410120,128410360,HMEC|chr8:128410120-128410360,chr8,128746830,128748830,HMEC|chr8:128748329-128748330
1,337440.0,chr8,128410120,128410360,HMEC|chr8:128410120-128410360,chr8,128746180,128748180,HMEC|chr8:128747679-128747680
1,170727.5,chr10,33795189,33796646,HMEC|chr10:33795189-33796646,chr10,33624690,33626690,HMEC|chr10:33625189-33625190
1,172084.5,chr10,33795189,33796646,HMEC|chr10:33795189-33796646,chr10,33623333,33625333,HMEC|chr10:33623832-33623833
1,172347.5,chr10,33795189,33796646,HMEC|chr10:33795189-33796646,chr10,33623070,33625070,HMEC|chr10:33623569-33623570
1,172353.5,chr10,33795189,33796646,HMEC|chr10:33795189-33796646,chr10,33623064,33625064,HMEC|chr10:33623563-33623564
1,172467.5,chr10,33795189,33796646,HMEC|chr10:33795189-33796646,chr10,33622950,33624950,HMEC|chr10:33623449-33623450
1,172607.5,chr10,33795189,33796646,HMEC|chr10:33795189-33796646,chr10,33622810,33624810,HMEC|chr10:33623309-33623310
1,159842.0,chr8,126285015,126286877,HMEC|chr8:126285015-126286877,chr8,126444288,126446288,HMEC|chr8:126445787-126445788
1,156617.0,chr8,126285015,126286877,HMEC|chr8:126285015-126286877,chr8,126441063,126443063,HMEC|chr8:126442562-126442563
1,50612.0,chr6,126271513,126271821,HMEC|chr6:126271513-126271821,chr6,126219555,126221555,HMEC|chr6:126221054-126221055
1,174498.5,chr10,33798111,33798552,HMEC|chr10:33798111-33798552,chr10,33623333,33625333,HMEC|chr10:33623832-33623833
1,189322.0,chr14,35684308,35684952,HMEC|chr14:35684308-35684952,chr14,35873452,35875452,HMEC|chr14:35873951-35873952
1,174761.5,chr10,33798111,33798552,HMEC|chr10:33798111-33798552,chr10,33623070,33625070,HMEC|chr10:33623569-33623570
1,174767.5,chr10,33798111,33798552,HMEC|chr10:33798111-33798552,chr10,33623064,33625064,HMEC|chr10:33623563-33623564
1,174881.5,chr10,33798111,33798552,HMEC|chr10:33798111-33798552,chr10,33622950,33624950,HMEC|chr10:33623449-33623450
1,175021.5,chr10,33798111,33798552,HMEC|chr10:33798111-33798552,chr10,33622810,33624810,HMEC|chr10:33623309-33623310
1,189879.0,chr14,35682994,35683940,HMEC|chr14:35682994-35683940,chr14,35872846,35874846,HMEC|chr14:35873345-35873346
1,190439.0,chr14,35682994,35683940,HMEC|chr14:35682994-35683940,chr14,35873406,35875406,HMEC|chr14:35873905-35873906
1,190485.0,chr14,35682994,35683940,HMEC|chr14:35682994-35683940,chr14,35873452,35875452,HMEC|chr14:35873951-35873952
1,207165.5,chr8,126238314,126238931,HMEC|chr8:126238314-126238931,chr8,126444288,126446288,HMEC|chr8:126445787-126445788
1,203940.5,chr8,126238314,126238931,HMEC|chr8:126238314-126238931,chr8,126441063,126443063,HMEC|chr8:126442562-126442563
1,188716.0,chr14,35684308,35684952,HMEC|chr14:35684308-35684952,chr14,35872846,35874846,HMEC|chr14:35873345-35873346
1,189276.0,chr14,35684308,35684952,HMEC|chr14:35684308-35684952,chr14,35873406,35875406,HMEC|chr14:35873905-35873906
1,35779.5,chr6,36610597,36610840,HMEC|chr6:36610597-36610840,chr6,36644998,36646998,HMEC|chr6:36646497-36646498
1,62064.5,chr4,123685115,123686482,HMEC|chr4:123685115-123686482,chr4,123746363,123748363,HMEC|chr4:123747862-123747863
1,50435.5,chr2,122456949,122458026,HMEC|chr2:122456949-122458026,chr2,122406552,122408552,HMEC|chr2:122407051-122407052
1,5032.0,chr12,120669108,120669560,HMEC|chr12:120669108-120669560,chr12,120663802,120665802,HMEC|chr12:120664301-120664302
1,138679.0,chr22,36863514,36863838,HMEC|chr22:36863514-36863838,chr22,36724497,36726497,HMEC|chr22:36724996-36724997
1,139248.0,chr22,36864137,36864353,HMEC|chr22:36864137-36864353,chr22,36724497,36726497,HMEC|chr22:36724996-36724997
1,5460.5,chr12,120669662,120669863,HMEC|chr12:120669662-120669863,chr12,120663802,120665802,HMEC|chr12:120664301-120664302
1,5164.5,chr12,120669662,120669863,HMEC|chr12:120669662-120669863,chr12,120664098,120666098,HMEC|chr12:120664597-120664598
1,5115.5,chr12,120669662,120669863,HMEC|chr12:120669662-120669863,chr12,120664147,120666147,HMEC|chr12:120664646-120664647
1,33811.5,chr12,120669662,120669863,HMEC|chr12:120669662-120669863,chr12,120703074,120705074,HMEC|chr12:120703573-120703574
1,33800.5,chr12,120669662,120669863,HMEC|chr12:120669662-120669863,chr12,120703063,120705063,HMEC|chr12:120703562-120703563
1,33777.5,chr12,120669662,120669863,HMEC|chr12:120669662-120669863,chr12,120703040,120705040,HMEC|chr12:120703539-120703540
1,33732.5,chr12,120669662,120669863,HMEC|chr12:120669662-120669863,chr12,120702995,120704995,HMEC|chr12:120703494-120703495
1,141447.0,chr22,36866266,36866622,HMEC|chr22:36866266-36866622,chr22,36724497,36726497,HMEC|chr22:36724996-36724997
1,142334.0,chr22,36866773,36867889,HMEC|chr22:36866773-36867889,chr22,36724497,36726497,HMEC|chr22:36724996-36724997
1,4736.0,chr12,120669108,120669560,HMEC|chr12:120669108-120669560,chr12,120664098,120666098,HMEC|chr12:120664597-120664598
1,3204.0,chr12,120699995,120700677,HMEC|chr12:120699995-120700677,chr12,120703040,120705040,HMEC|chr12:120703539-120703540
1,4687.0,chr12,120669108,120669560,HMEC|chr12:120669108-120669560,chr12,120664147,120666147,HMEC|chr12:120664646-120664647
1,34240.0,chr12,120669108,120669560,HMEC|chr12:120669108-120669560,chr12,120703074,120705074,HMEC|chr12:120703573-120703574
1,34229.0,chr12,120669108,120669560,HMEC|chr12:120669108-120669560,chr12,120703063,120705063,HMEC|chr12:120703562-120703563
1,34206.0,chr12,120669108,120669560,HMEC|chr12:120669108-120669560,chr12,120703040,120705040,HMEC|chr12:120703539-120703540
1,34161.0,chr12,120669108,120669560,HMEC|chr12:120669108-120669560,chr12,120702995,120704995,HMEC|chr12:120703494-120703495
1,121108.5,chr6,37016331,37017410,HMEC|chr6:37016331-37017410,chr6,37136479,37138479,HMEC|chr6:37137978-37137979
1,123399.5,chr6,37016331,37017410,HMEC|chr6:37016331-37017410,chr6,37138770,37140770,HMEC|chr6:37140269-37140270
1,99441.5,chr22,37723981,37724146,HMEC|chr22:37723981-37724146,chr22,37823005,37825005,HMEC|chr22:37823504-37823505
1,4197.5,chr12,120668218,120668781,HMEC|chr12:120668218-120668781,chr12,120663802,120665802,HMEC|chr12:120664301-120664302
1,3901.5,chr12,120668218,120668781,HMEC|chr12:120668218-120668781,chr12,120664098,120666098,HMEC|chr12:120664597-120664598
1,3852.5,chr12,120668218,120668781,HMEC|chr12:120668218-120668781,chr12,120664147,120666147,HMEC|chr12:120664646-120664647
1,3159.0,chr12,120699995,120700677,HMEC|chr12:120699995-120700677,chr12,120702995,120704995,HMEC|chr12:120703494-120703495
1,3227.0,chr12,120699995,120700677,HMEC|chr12:120699995-120700677,chr12,120703063,120705063,HMEC|chr12:120703562-120703563
1,88606.0,chr11,121411210,121411826,HMEC|chr11:121411210-121411826,chr11,121321412,121323412,HMEC|chr11:121322911-121322912
1,36429.0,chr12,120700926,120701226,HMEC|chr12:120700926-120701226,chr12,120664147,120666147,HMEC|chr12:120664646-120664647
1,35373.0,chr6,36610853,36611271,HMEC|chr6:36610853-36611271,chr6,36644935,36646935,HMEC|chr6:36646434-36646435
1,35425.0,chr6,36610853,36611271,HMEC|chr6:36610853-36611271,chr6,36644987,36646987,HMEC|chr6:36646486-36646487
1,35436.0,chr6,36610853,36611271,HMEC|chr6:36610853-36611271,chr6,36644998,36646998,HMEC|chr6:36646497-36646498
1,34077.5,chr6,36612293,36612422,HMEC|chr6:36612293-36612422,chr6,36644935,36646935,HMEC|chr6:36646434-36646435
1,34129.5,chr6,36612293,36612422,HMEC|chr6:36612293-36612422,chr6,36644987,36646987,HMEC|chr6:36646486-36646487
1,34140.5,chr6,36612293,36612422,HMEC|chr6:36612293-36612422,chr6,36644998,36646998,HMEC|chr6:36646497-36646498
1,33887.0,chr6,36612426,36612670,HMEC|chr6:36612426-36612670,chr6,36644935,36646935,HMEC|chr6:36646434-36646435
1,33939.0,chr6,36612426,36612670,HMEC|chr6:36612426-36612670,chr6,36644987,36646987,HMEC|chr6:36646486-36646487
1,33950.0,chr6,36612426,36612670,HMEC|chr6:36612426-36612670,chr6,36644998,36646998,HMEC|chr6:36646497-36646498
1,36774.0,chr12,120700926,120701226,HMEC|chr12:120700926-120701226,chr12,120663802,120665802,HMEC|chr12:120664301-120664302
1,36478.0,chr12,120700926,120701226,HMEC|chr12:120700926-120701226,chr12,120664098,120666098,HMEC|chr12:120664597-120664598
1,2498.0,chr12,120700926,120701226,HMEC|chr12:120700926-120701226,chr12,120703074,120705074,HMEC|chr12:120703573-120703574
